1,2,3,4,5,6,7,8
1507,285,2,새우도 상온에서 해동해 물에 잘 흔들어 씻은 후 끓는물에 살짝 데친다., , ,2021.11.01,test
1508,285,5,꼬치에 오징어 새우 가래떡 피망을 끼워 넣고 양념장을 발라가며 그릴에 굽는다., , ,2021.11.01,test
1509,285,4,피망도 오징어와 비슷한 크기로 썰어 놓는다., , ,2021.11.01,test
1510,285,3,가래떡은 동그란 단면을 살려 1.5cm 두께로 썰어 놓는다., , ,2021.11.01,test
1511,284,1,브로콜리는 반으로 나누어 한 쪽은 소금과 기름을 넣어 삶아내고 나머지 반쪽은 살짝 데쳐낸다.,http://file.okdab.com/UserFiles/searching/recipe/072200_p01.jpg, ,2021.11.01,test
1512,284,2,삶은 브로콜리는 잘게 썰고 살짝 데친 브로콜리는 작은 송이로 떼어 준비한다.,http://file.okdab.com/UserFiles/searching/recipe/072200_p02.jpg, ,2021.11.01,test
1513,284,5,④를 다시 냄비에 담고 뭉근히 끓여 소금 후춧가루로 간을 하고 데친 브로콜리를 넣어 살짝 끓인 후 접시에 담아 낸다., , ,2021.11.01,test
1514,284,4,③에 생크림과 우유를 넣어 걸쭉하게 만들어준 다음 믹서에 갈아낸다., , ,2021.11.01,test
1515,284,3,프라이팬에 버터를 두르고 삶아 놓은 브로콜리를 넣어 볶다가 밀가루를 넣어 다시 볶아준다., , ,2021.11.01,test
1516,283,1,양상추는 한 잎씩 떼어 흐르는 찬물에 씻은 후 물기를 뺀다., , ,2021.11.01,test
1517,283,2,물기를 뺀 양상추를 한입 크기로 잘라 놓는다. 이때 손으로 자연스럽게 찢어주는 것이 좋다., , ,2021.11.01,test
1518,283,6,한입 크기로 잘라놓은 양상추 위에 땅콩 버터를 약간 바르고 그 위에 훈제 연어를 올린 후 피클 무순 체리의 순서로 얹는다., , ,2021.11.01,test
1519,283,4,훈제연어는 양상추보다 약간 작은 정도로 썰어 준비한다., , ,2021.11.01,test
1520,283,5,체리는 반으로 자르고 무순도 흐르는 물에 헹구어 물기를 뺀다., , ,2021.11.01,test
1521,283,3,오이피클은 동그란 단면을 살려 약 3mm 두께로 썬다., , ,2021.11.01,test
1522,282,1,두부는 멍울이 지지 않도록 체에 내려 소금 약간과 조미술을 뿌린다., , ,2021.11.01,test
1523,282,2,유리볼에 계란과 다시물을 섞고 소금 조미술 간장으로 간을 한 후 고운 체에 걸러 알끈 등을 제거한다., , ,2021.11.01,test
1524,282,5,찜그릇에 속재료를 넣고 계란물을 부어 은박지로 뚜껑을 만들어 덮고 김 오른 찜통에 13분 정도 쪄 부드럽게 먹는다., , ,2021.11.01,test
1525,282,4,②에 체에 내린 두부를 넣어 서로 잘 섞이도록 저어준다., , ,2021.11.01,test
1526,282,3,생표고버섯은 기둥을 채썰고 모시조개는 소금물에 담가 해감 시킨 후 살짝 데치고 새우는 내장을 제거한 후 삶아 껍질을 벗긴다. 은행도 끓는물에 데쳐 껍질을 벗긴다., , ,2021.11.01,test
1527,281,1,상추는 한입 크기로 찢고 오이 대파는 납작하게 어슷썰어 간장 식초 고춧가루 설탕 참기름을 넣어 살짝 무친다., , ,2021.11.01,test
1528,281,2,도라지는 잘게 찢어 소금에 주물러 쓴 맛을 뺀 후 파 마늘 깨소금 참기름으로 양념하여 볶는다., , ,2021.11.01,test
1529,281,5,비빔밥 그릇에 밥을 담고 ① ② ③을 보기좋게 얹어 약고추장을 곁들여 비벼 먹는다., , ,2021.11.01,test
1530,281,4,쇠고기 다진 것은 분량의 재료로 양념한 후 고추장과 같이 기름에 살짝 볶아 약고추장을 만든다., , ,2021.11.01,test
1531,281,3,고사리는 연한 줄기만 다듬어 간장 파 마늘 깨소금으로 양념하여 볶고 당근은 채썰어 기름에 볶는다., , ,2021.11.01,test
1532,280,1,풋마늘은 껍질을 벗겨 깨끗이 씻은 후 길이 10cm 정도로 썰어 놓는다., , ,2021.11.01,test
1533,280,4,3번의 꼬지에 반죽을 발라가며 구운 다음 양념장을 끼얹어 낸다., , ,2021.11.01,test
1534,280,3,오징어와 풋마늘을 섞어 꼬지에 꿰어 밀가루를 묻힌다. 밀가루와 물을 1:1의 비율로 넣어 반죽을 해놓는다., , ,2021.11.01,test
1535,280,2,갑오징어는 뼈와 먹물을 빼고 껍질을 벗긴 후 깨끗이 씻는다. 갑오징어에 칼집을 약간 넣고 넓이 2cm 길이는 풋마늘보다 약간 길게 잘라준다., , ,2021.11.01,test
1536,279,1,돼지고기는 등심으로 얇게 저며 썰어 간장 조미술 후춧가루로 양념한 다음 녹말가루로 살살 버무려 잠시 둔다., , ,2021.11.01,test
1537,279,2,마늘 생강은 납작납작하게 편으로 썰고 대파와 청고추는 어슷하게 썬다., , ,2021.11.01,test
1538,279,6,자작하게 끓으면 물녹말을 넣어 걸쭉하게 농도를 낸 후 참기름을 살짝 두른다., , ,2021.11.01,test
1539,279,4,속이 깊은 팬에 기름을 두르고 청고추 대파 마늘 생강을 넣어 살살 볶다가 돼지고기를 넣어 함께 볶는다., , ,2021.11.01,test
1540,279,5,육수나 표고버섯 불린 물을 부어 끓이면서 소금과 굴소스 후춧가루로 간을 맞춘다., , ,2021.11.01,test
1541,279,3,표고버섯은 미지근한 물에 불려 씻어 뒷부분의 기둥을 잘라 내고 저며 썬다. 양파는 약간 굵직하게 채썬다., , ,2021.11.01,test
1542,278,5,꽃만두는 끓는 물에 넣어 3분 정도 끓여 익으면 건져낸다., , ,2021.11.01,test
1543,278,6,냄비에 육수를 부어 팔팔 끓으면 익혀낸 꽃만두를 넣고 다진 파와 다진 마늘 소금 후춧가루로 간을 맞춘 다음 한소끔 끓으면 팽이버섯과 쑥갓을 넣고 살짝 익혀 불에서 내린다., , ,2021.11.01,test
1544,278,4,얇게 민 만두피에 만두소를 조금 얹어 안쪽으로 오무려 붙여 예쁜 꽃만두가 되게 한다., , ,2021.11.01,test
1545,278,2,배추는 깨끗이 씻어 아주 곱게 다져 소금을 뿌리고 잠시 절였다가 물기를 꼭 짜내고 부추도 깨끗이 씻어 물기를 빼고 잘게 썰어 놓는다., , ,2021.11.01,test
1546,278,3,오목한 그릇에 갈아놓은 쇠고기를 넣고 간장 식용유 물을 넣어 잘 섞은 다음 배추 부추를 넣고 다진 파 다진 마늘 소금 후춧가루로 양념하여 잘 버무려 섞는다., , ,2021.11.01,test
1547,278,1,밀가루에 물과 소금을 넣고 반죽하여 치댄 다음 비닐에 싸서 약 20분 정도 두었다가 둥글게 얇게 만두피를 만든다., ,중국식 만두소의 맛은 부드러운 고기에 달려 있다.  한국식 만두는 소에 들어가는 재료의 물기를 꼭 짜서 만들면 맛이 있다.  반면에 중국식 만두의 포인트는 소에 들어가는 쇠고기에 식용유 간장 물을 섞어   잘 저어 부드럽게 만드는 것이다.,2021.11.01,test
1548,277,1,아스파라거스는 4cm 길이로 썰어서 끓는 물에 소금을 넣고 살짝 데친다.,http://file.okdab.com/UserFiles/searching/recipe/071200_p01.jpg, ,2021.11.01,test
1549,277,4,프라이팬에 기름을 두르고 뜨거워지면 미림 샐러리와 아스파라거스를 볶다가 손질한 새우를 넣고 살짝 볶아 소금 후춧가루로 간한다., , ,2021.11.01,test
1550,277,3,샐러리는 섬유질을 벗겨내고 어슷썬다., , ,2021.11.01,test
1551,277,2,새우는 꼬지로 등의 내장을 빼고 소금물에 삶아 껍질을 벗긴다.,http://file.okdab.com/UserFiles/searching/recipe/071200_p02.jpg, ,2021.11.01,test
1552,276,1,닭고기는 뼈를 발라 내고 힘줄 부분을 칼끝으로 끊고 방망이로 두드려 연하게 한 다음 소금 후춧가루를 뿌려 간한다., , ,2021.11.01,test
1553,276,2,당근은 사방 1cm 넓이로 사각지게 썰어 살짝 데체고 완두콩은 소금물에 삶아 놓는다., , ,2021.11.01,test
1554,276,5,버터를 충분히 넣어 속까지 익으면 도톰하게 썰어 접시에 담고 분량의 양념재료로 만든 토마토케첩소스를 곁들인다., , ,2021.11.01,test
1555,276,4,둥근 팬에 식용유를 두르고 뜨거워지면 닭고기를 넣어 굴려가며 갈색나게 굽는다, , ,2021.11.01,test
1556,276,3,닭고기 살쪽에 밀가루를 약간 뿌리고 중심에 당근 완두콩 옥수수 알을 돌돌 말아서 무명실로 촘촘하게 묶는다., , ,2021.11.01,test
1557,275,1,해파리는 먼저 옅은 소금물에 10분간 담그고 끓는물에 데친다., , ,2021.11.01,test
1558,275,2,물에 데친 해파리는 식초 설탕물에 5분 정도 담근 후 물기를 제거해 준비한다., , ,2021.11.01,test
1559,275,7,오이 당근 피망 계란 지단은 5cm 길이로 채썬다., , ,2021.11.01,test
1560,275,4,새우도 내장과 껍질을 제거한 후 살짝 데쳐 식힌다., , ,2021.11.01,test
1561,275,5,겨자 2큰술 머스터드 1/2큰술 마늘 식초 간장 소금 참기름을 섞어 해파리 겨자소스를 만든다, , ,2021.11.01,test
1562,275,3,쭈꾸미는 끓는물에 살짝 데쳐 식힌다., , ,2021.11.01,test
1563,274,1,호박은 5mm 두께로 반달모양으로 썰고 두부는 8mm 두께로 네모지게 썬다., , ,2021.11.01,test
1564,274,4,③이 한소끔 끓으면 두부 청고추 파 다진 마늘을 넣고 끓인 뒤 소금으로 간을 맞추고 참기름을 친다., , ,2021.11.01,test
1565,274,3,냄비에 기름을 두르고 호박을 넣어 볶다가 새우젓을 넣고 잠시 더 볶아 물을 잘박하게 붓는다., , ,2021.11.01,test
1566,274,2,청고추 파는 어슷하게 썬다., , ,2021.11.01,test
1567,273,1,김치는 얇게 썰어둔다., , ,2021.11.01,test
1568,273,2,두부는 끓는물에 데쳐 삼각모양으로 0.8cm 두께로 썰어 놓는다., , ,2021.11.01,test
1569,273,5,쌈채소와 쌈장을 곁들이면 더욱 좋다., , ,2021.11.01,test
1570,273,4,접시에 돼지고기를 깔고 두부를 돌려 담은 후 김치를 얹어 보기좋게 준비한다., , ,2021.11.01,test
1571,273,3,돼지고기는 가제에 싸서 끓는물에 대파 생강 소금을 넣고 삶은 후 알맞게 썬다., , ,2021.11.01,test
1572,272,1,닭고기는 깨끗이 손질하여 적당한 크기로 토막내어 마늘 생강 저민 것을 넣고 푹 삶은 다음 고기는 건져 살코기만 잘게 찢고 뼈는 다시 넣어 끓여 육수를 낸 후 건져낸다.,http://file.okdab.com/UserFiles/searching/recipe/069600_p01.jpg, ,2021.11.01,test
1573,272,2,콩나물은 꼬리를 떼고 소금물에 데친다.,http://file.okdab.com/UserFiles/searching/recipe/069600_p02.jpg, ,2021.11.01,test
1574,272,5,닭 살 콩나물 오이 김치를 양념장으로 골고루 버무려 밥 위에 소담히 담아낸다., , ,2021.11.01,test
1575,272,4,고춧가루에 간장 다진 파 다진 마늘 깨소금 참기름을 넣어 양념장을 만든다., , ,2021.11.01,test
1576,272,3,오이는 채썰어 소금에 절였다가 물기를 꼭 짜고 김치는 속을 털어내고 송송 썬다., , ,2021.11.01,test
1577,271,1,오징어는 깨끗이 씻은 후 껍질을 벗기고 안쪽에 다이아몬드 모양으로 칼집을 넣는다., , ,2021.11.01,test
1578,271,2,칼집 낸 오징어에 꼬치를 꽂아 칼집모양이 밖으로 보일 수 있도록 돌돌 만다., , ,2021.11.01,test
1579,271,5,꼬치에 꽂은 오징어를 살짝 익히고 나서 ④번 양념장을 골고루 발라가며 타지 않게 굽는다. 구울 때 수분이 적으면 청주를 조금씩 넣어준다., , ,2021.11.01,test
1580,271,4,고추장 1큰술 고춧가루 1/2큰술 간장 1작은술 물엿 1큰술 양파즙 생강즙 다진 파 다진 마늘 깨소금 후춧가루 참기름을 섞어 양념장을 만든다., , ,2021.11.01,test
1581,271,3,마늘 대파 생강은 곱게 다져서 준비한다., , ,2021.11.01,test
1582,270,1,참나물은 깨끗이 다듬어 끓는 물에 삶아 찬물에 헹구어 물기를 꼭 짠다., , ,2021.11.01,test
1583,270,3,삶아 놓은 참나물에 ②의 양념장을 넣어 골고루 버무린다., , ,2021.11.01,test
1584,270,2,고추장에 다진 파 다진 마늘 깨소금 참기름을 넣어 양념 고추장을 만든다., , ,2021.11.01,test
1585,269,1,숙주나물은 숙주의 머리 뿌리를 제거한 후 끓는 물에 소금을 약간 넣고 살짝 데친다., , ,2021.11.01,test
1586,269,4,위의 숙주와 미나리 다진 파 마늘을 섞어 소금 깨소금 참기름 등을 넣어 양념한다., , ,2021.11.01,test
1587,269,3,파와 마늘은 곱게 다지고 홍고추는 링모양으로 썬 후 씨를 털어낸다., , ,2021.11.01,test
1588,269,2,미나리는 불순물을 깨끗이 제거하기 위해 소금과 식초를 넣은 물에 잠시 담갔다가 살짝 데친 후 물기를 꽉 짜준다., , ,2021.11.01,test
1589,268,1,두릅은 연한 것으로 겉껍질을 벗겨 내고 깨끗이 손질하여 끓는 소금물에 데쳐 낸 다음 찬물에 헹구어 꼭 짜 놓는다., , ,2021.11.01,test
1590,268,4,큰 볼에 데쳐낸 두릅과 양념장을 조물조물 무쳐낸다., , ,2021.11.01,test
1591,268,3,된장에 다진 파 마늘 참기름 깨소금 등을 넣어 양념장을 만든다., , ,2021.11.01,test
1592,268,2,파와 마늘은 곱게 다져 놓는다., , ,2021.11.01,test
1593,267,1,달래는 뿌리부분을 자르지 말고 깨끗이 다듬어 흐르는 물에서 가볍게 씻은 후 소쿠리에 건져 물기를 없앤 다음 5cm 길이로 썰어 놓는다., , ,2021.11.01,test
1594,267,4,개어놓은 고춧가루와 다진 마늘 생강을 분량의 진간장에 조금 넣고 ①의 달래를 가볍게 버무려 통깨를 뿌린 후 그릇에 담아낸다., , ,2021.11.01,test
1595,267,3,고춧가루는 미지근한 물에 설탕을 조금 넣고 개어 놓는다., , ,2021.11.01,test
1596,267,2,마늘 생강은 곱게 다져 준비한다., , ,2021.11.01,test
1597,266,1,달래는 깨끗이 손질하여 3cm 길이로 썰어둔다., , ,2021.11.01,test
1598,266,2,굴은 껍질을 제거하고 소금물에 살살 비벼 씻은 후 깨끗한 물에 헹구어 물기를 제거한다., , ,2021.11.01,test
1599,266,6,팬에 기름을 넉넉히 두르고 ⑤의 재료를 한숟가락씩 펴서 평평하게 지져낸다., , ,2021.11.01,test
1600,266,4,큰 볼에 밀가루 1컵 계란 1개 물 2/3컵을 넣어 밀가루가 응어리지지 않게 잘 섞는다., , ,2021.11.01,test
1601,266,5,4번 반죽에 손질한 달래 굴 고추 실파 등을 넣어 잘 섞은 후 소금으로 간을 심심하게 맞춘다., , ,2021.11.01,test
1602,266,3,청 홍고추는 얇고 둥글게 썰어 물에 씻어 씨를 털어낸다., , ,2021.11.01,test
1603,265,2,일주일 정도 삭힌 고들빼기는 물에 쓴 맛을 우려내어 체에 건져놓는다., , ,2021.11.01,test
1604,265,3,밴댕이 젓등의 젓갈류를 준비하여 다져놓고 삭힌 고추는 걸러놓는다., , ,2021.11.01,test
1605,265,1,고들빼기는 다듬어서 소금물에 절인 다음 무거운 것으로 눌러 일주일 정도 삭힌다., , ,2021.11.01,test
1606,265,5,젓국에 고춧가루와 설탕을 함께 개어 놓는다., , ,2021.11.01,test
1607,265,6,고들빼기 고추 갓 등의 양채를 양념에 넣어 고루 버무린 다음 항아리에 차곡차곡 담은 후 우거지를 덮어 소금을 뿌리고 무거운 것으로 누른 다음 익으면 먹도록 한다., , ,2021.11.01,test
1608,265,4,갓 실파등은 길이 10cm 길이로 썰어 젓국에 절여 놓는다., , ,2021.11.01,test
1609,264,1,밀가루에 물과 소금을 넣고 시금치즙 당근즙 각각 넣어 잘 치대어 삼색으로 반죽한다., ,* 시금치즙은 시금치 50g에 물 1/4컵을 넣어 믹서에 곱게 갈아  깨끗한 거즈에 돌려 짠다.  * 당근즙은 당근 반개를 강판에 거즈에 넣고 돌려 짠다.  * 쫄깃한 반죽하기 :  반죽을 대충 섞어서 한덩어리가 되도록 비닐 봉지에 넣고 모양만 잡은 후 냉장고에 30분 이상 두었다,2021.11.01,test
1610,264,4,맛국물에 감자 호박 양파를 넣고 끓이다가 반죽을 손으로 얇게 떠서 넣고 팔팔 끓인다. 한소끔 끓으면 청정원 맛선생과 국간장 다진 마늘 대파를 넣어 간을 맞춘다., , ,2021.11.01,test
1611,264,3,멸치와 다시마를 넣고 끓이다가 국물이 어느정도 우러나면 맑게 걸러낸다., , ,2021.11.01,test
1612,264,2,호박은 납작하게 반달썰기하고 감자는 껍질을 벗겨 먹기 좋은 크기로 썬다. 대파는 어슷하게 썰고 양파는 굵직하게 반달썰기 한다., , ,2021.11.01,test
1613,263,1,미역은 물에 담가 충분히 불리고 손으로 비벼 깨끗이 씻어 물기를 뺀 후 먹기 좋은 크기로 썬다.,http://file.okdab.com/UserFiles/searching/recipe/066800_p01.jpg,멸치와 다시마를 찬물에 넣고 끓이다가 물이 끓으면 건더기를 건져내고 면보에 걸러 다시물을 만들어 사용한다.,2021.11.01,test
1614,263,4,국물이 한소끔 끓으면 준비해둔 미역 유부 두부를 넣어 끓이다가 다 끓으면 송송 썬 실파를 넣는다., , ,2021.11.01,test
1615,263,3,냄비에 멸치 다시마 다시물을 붓고 된장을 풀고 미림을 넣어 끓인다., , ,2021.11.01,test
1616,263,2,유부는 납작하게 두부는 1cm x 1cm로 깍둑썰고 실파는 송송 썬다.,http://file.okdab.com/UserFiles/searching/recipe/066800_p02.jpg, ,2021.11.01,test
1617,262,1,참치는 기름을 뺀 후 실파 깨소금 후춧가루를 넣고 양념하고 밥은 맛소금을 넣어 간한다., , ,2021.11.01,test
1618,262,2,계란은 완숙하여 노른자만 체에 내려놓고 파슬리는 곱게 다져 물기를 꼭 짜고 당근은 살짝 삶아 곱게 다진 후 물기를 꼭 짠다., , ,2021.11.01,test
1619,262,5,④를 칼에 물을 묻혀가며 1.5cm 폭으로 썰어 남은 파슬리 당근 깨 노른자가루를 보기 좋게 묻혀 ③과 같이 곁들여 낸다., , ,2021.11.01,test
1620,262,4,깨끗한 거즈에 밥을 펴서 중심에 게맛살과 참치를 놓고 오이를 채썰어 얹어 김밥모양으로 돌돌 만다., , ,2021.11.01,test
1621,262,3,랩을 사방 10cm 정도로 잘라 한 입 크기로 밥을 놓고 속에 참치를 넣어 부드럽게 뭉친 다음 계란노른자 파슬리가루 당근가루 흰 깨를 나누어 묻히고 적당히 김띠를 두른다., , ,2021.11.01,test
1622,261,1,밀가루에 소금 참기름을 넣어 고루 비벼 체에 내린다.,http://file.okdab.com/UserFiles/searching/recipe/066400_p01.jpg,반죽을 너무 많이 치대면 밀가루의 글루텐이 생겨서 튀기는 과정에서 수축되기 쉽다. 이런 현상을 방지 하기 위해서는 주걱으로 자르듯이 반죽을 해주고 튀기기 전에 반죽을 10분정도 쉬게 해주면 된다.,2021.11.01,test
1623,261,2,①의 밀가루에 분량의 조청 생강즙 청주를 넣어서 반죽을 질지 않게 한다.,http://file.okdab.com/UserFiles/searching/recipe/066400_p02.jpg, ,2021.11.01,test
1624,261,6,약과가 튀겨지면 집청시럽에 담갔다가 건진다., , ,2021.11.01,test
1625,261,4,분량의 물과 설탕을 냄비에 넣고 반으로 줄 때까지  졸여 집청시럽을 만든다., , ,2021.11.01,test
1626,261,5,130~140℃의 기름에서 천천히 색이 나도록 튀긴다., , ,2021.11.01,test
1627,261,3,반죽을 밀대로 0.5cm 정도로 밀고 원형 틀로 찍어 모양을 잡는다., , ,2021.11.01,test
1628,260,1,두부는 1cm 정도의 두께로 썰어 깨끗한 행주로 물기를 제거한 후 소금으로 약하게 간하여 프라이팬에 노릇하게 지져낸다., , ,2021.11.01,test
1629,260,2,지져낸 두부는 열기를 식혀 냉장고에 차게 보관한다., , ,2021.11.01,test
1630,260,6,접시에 위의 재료를 보기좋게 담은 후 땅콩겨자소스를 곁들여 낸다., , ,2021.11.01,test
1631,260,4,양배추 오이 당근 쇠고기 두부는 길이 5cm 넓이 2cm 정도의 막대모양으로 썬다., , ,2021.11.01,test
1632,260,5,땅콩가루 1큰술 식초 1큰술 간장 1/2큰술 갠겨자 1/2큰술 황설탕 1/2큰술 소금 참기름약간을 믹서기에 넣고 곱게 갈아 땅콩겨자소스를 만들어 차게 보관해 둔다., , ,2021.11.01,test
1633,260,3,쇠고기는 편육용으로 삶아 식힌다. 삶을 때는 쇠고기의 냄새를 없애기 위해 마늘 통후추 등을 소량 넣어 준다, , ,2021.11.01,test
1634,259,1,흰떡은 6cm 길이 0.5cm 폭으로 채썰어 참기름과 간장을 섞어 만든 유장으로 골고루 버무려 놓는다., , ,2021.11.01,test
1635,259,2,쇠고기는 불고기용으로 준비하여 채썰어 고기 양념을 한다., , ,2021.11.01,test
1636,259,5,고기와 채소가 거의 익으면 흰 떡을 넣어 고루 섞으면서 볶다가 참기름을 두르고 통깨를 훌훌 뿌린다., , ,2021.11.01,test
1637,259,4,팬에 기름을 넉넉히 두르고 뜨겁게 달군 다음 양념한 고기를 넣어 볶다가 채소와 김치를 넣고 함께 볶는다., , ,2021.11.01,test
1638,259,3,양파 피망 당근도 손질하여 흰 떡과 같은 길이로 가늘게 채썬다., , ,2021.11.01,test
1639,258,1,도라지는 잘게 찢어 소금물에 삶아 내고 씻어 물기를 짜 놓는다., , ,2021.11.01,test
1640,258,2,고사리는 억센 부분을 잘라내고 다듬어 6~7cm 길이로 썬다., , ,2021.11.01,test
1641,258,6,후라이팬에 기름을 살짝 두르고 고사리를 볶다가 간장 물 깨소금 다진 파 다진 마늘 등을 넣어 촉촉하게 양념하면서 볶는다., , ,2021.11.01,test
1642,258,4,콩나물은 깨끗이 씻어 끓는물에 데쳐 물기를 짜놓는다., , ,2021.11.01,test
1643,258,5,도라지 시금치 콩나물은 소금 깨소금 참기름 다진 파 마늘 들깻가루로 양념하여 조물조물 묻힌다., , ,2021.11.01,test
1644,258,3,시금치는 끓는 소금물에 데쳐 찬물에 헹구어 물기를 짜놓는다., , ,2021.11.01,test
1645,257,1,쌀은 미리 씻어 충분히 불려 물기를 빼 놓는다., , ,2021.11.01,test
1646,257,2,밤과 고구마는 먹기 좋게 썰고 은행은 기름에 살짝 볶아 껍질을 벗긴다. 대추는 씨를 기점으로 돌려깎기 하여 잘게 썰어둔다., , ,2021.11.01,test
1647,257,3,냄비에 참기름을 살짝 두르고 위의 재료를 볶다가 쌀을 넣어 투명해질 때까지 같이 볶아준다., , ,2021.11.01,test
1648,257,4,③에 다시마 국물을 자작하게 넣어 밥을 짓는다., , ,2021.11.01,test
1649,257,5,간장에 다시마 국물을 넣고 다진 파 다진 마늘 깨소금 참기름을 고루 섞어 양념장을 만들어 채소밥에 곁들인다., , ,2021.11.01,test
1650,256,1,닭다리는 깨끗이 씻어 뼈를 중심으로 양옆에 칼집을 넣으면서 뼈를 발라낸 후 껍질을 벗겨 잘게 썬다., ,**닭고기를 볶을 때는 녹말가루를 조금만 넣어 버무린 후 기름을 넉넉히 두른 프라이팬에 넣어 처음에는 중불에서 달라붙지 않게 젓가락으로 저으면서 볶다 마지막에 센불에서 살짝 볶아내야 부드럽고 윤기가 난다. 닭고기는 근육섬유가 가늘고 연하며 기름지지 않아 담백하,2021.11.01,test
1651,256,2,잘게 썬 닭고기에 간장 조미술 녹말가루를 넣어 간이 배도록 조물조물 버무린다., , ,2021.11.01,test
1652,256,6,간장에 식초 조미술 설탕 굴소스 토마토케첩을 넣어 골고루 저어 굴소스를 만든다., , ,2021.11.01,test
1653,256,4,마른 고추는 어슷하게 썰어 씨를 털어내고 실파는 깨끗이 씻어 4cm 길이로 썬다, , ,2021.11.01,test
1654,256,5,프라이팬에 기름을 두르고 뜨겁게 달군 후 양념한 닭고기를 넣어 달라붙지 않게 젓가락으로 저어가며 튀기듯이 볶아낸다., , ,2021.11.01,test
1655,256,3,마늘 생강은 납작하게 저며 썬 후 가늘게 채썬다., , ,2021.11.01,test
1656,255,1,다시물을 끓여 놓는다., , ,2021.11.01,test
1657,255,2,다시마는 표면에 묻은 분가루를 손질하여 ①의 국물에 넣고 같이 끓인 다음 체에 밭쳐 걸러 놓는다., , ,2021.11.01,test
1658,255,6,겨자는 따끈한 물로 잘 개어 끓는 냄비 뚜껑 위에 엎어 놓고 10분 정도 발효시켜서 다시 한 번 젓는다., , ,2021.11.01,test
1659,255,4,어묵은 먹기좋은 크기로 썰어 끓는물에 살짝 한 번 데쳐낸다., , ,2021.11.01,test
1660,255,5,꼬지에 ④의 어묵을 끼운다., , ,2021.11.01,test
1661,255,3,무 당근은 큼직하게 썰어 살짝 삶고 계란도 반완숙하여 껍질을 벗긴다., , ,2021.11.01,test
1662,254,1,콩나물은 꼬리를 제거하고 깨끗이 씻은 후 소금을 넣은 끓는 물에 살짝 데친다., , ,2021.11.01,test
1663,254,2,쇠고기는 잘게 썰어 간장 다진 마늘 다진 파 깨소금 후춧가루 참기름으로 약하게 양념해둔다., , ,2021.11.01,test
1664,254,6,⑤가 어느정도 끓기 시작하면 소금 후춧가루로 간을 맞춘 후 물녹말로 농도를 맞춘다., , ,2021.11.01,test
1665,254,4,멸치를 넣어 장국을 만든다.멸치의 비린맛을 없애려면 기름기 없는 후라이팬에서 살짝 볶아 국물을 우려낸다., , ,2021.11.01,test
1666,254,5,냄비에 ④의 멸칫국물을 붓고 고기와 당근 양파를 넣고 끓인 다음 콩나물과 느타리버섯을 넣고 끓이면서 피쉬소스나 간장으로 간을 맞춘다., , ,2021.11.01,test
1667,254,3,양파와 당근은 납작하게 썰고 느타리버섯은 손으로 ？어놓는다., , ,2021.11.01,test
1668,253,3,옥수수는 삶아서 칼끝으로 떼어내거나 통조림을 사용한다. 완두콩은 데쳐서 사용하거나 통조림으로 준비한다., , ,2021.11.01,test
1669,253,4,오목한 그릇에 물과 계란을 골고루 푼 다음 녹말가루를 넣어 튀김옷을 만든다., , ,2021.11.01,test
1670,253,2,당근과 양파는 깨끗이 씻어 네모지게 잘게 썰고 표고버섯은 밑동을 칼끝으로 떼어낸 후 작게 썬다., , ,2021.11.01,test
1671,253,6,프라이팬에 기름을 두르고 잘게 썬 당근 양파 표고버섯 옥수수 완두콩을 넣어 볶다가 육수를 넣는다. 육수가 보글보글 끓으면 간장과 설탕 소금 식초 조미술을 넣어 맛을 낸 뒤 물녹말을 조금씩 넣어 농도를 맞추고 참기름을 넣는다., , ,2021.11.01,test
1672,253,1,오징어는 소금을 발라가며 껍질을 손쉽게 벗긴 후 깨끗이 씻어 끓는 물에 살짝 데쳐 한입 크기로 길쭉하게 썬다., , ,2021.11.01,test
1673,253,5,데쳐놓은 오징어는 물기를 없앤 뒤 밀가루를 살짝 묻혀 털어내고 튀김옷을 입혀 180℃ 정도의 달궈진 기름에서 튀긴다. 식으면 다시 한 번 튀겨낸다., , ,2021.11.01,test
1674,252,1,오이 양배추는 가늘게 채썰고 깻잎과 상추는 흐르는 물에 씻은 후 손으로 먹기 좋은 크기고 찢는다., , ,2021.11.01,test
1675,252,2,청고추는 어슷하게 썰어 찬물에 담가 씨를 뺀 후 김치는 송송 썰고 깨소금 참기름을 넣고 무친다., , ,2021.11.01,test
1676,252,6,초고추장 소스를 뿌려 비벼먹는다., , ,2021.11.01,test
1677,252,4,끓는 물에 소금을 약간 넣고 국수를 넣어 쫄깃하게 삶은 후 찬물에 열기를 식힌다., , ,2021.11.01,test
1678,252,5,그릇에 채소들을 보기좋게 담은 후 국수를 사리로 틀어 같이 담아낸다., , ,2021.11.01,test
1679,252,3,고추장 2큰술 식초 2큰술 설탕 1큰술 깨소금 참기름을 섞어 양념장을 만든다., , ,2021.11.01,test
1680,251,1,바게트를 1.5cm 두께로 어슷하게 썰어 프라이팬에 노릇하게 굽는다.,http://file.okdab.com/UserFiles/searching/recipe/063600_p01.jpg, ,2021.11.01,test
1681,251,4,접시에 담기 전 파슬리가루를 솔솔 뿌려 담아 낸다., , ,2021.11.01,test
1682,251,3,바게트 위에 ②를 얹고 모짜렐라치즈를 얹어 180℃의 오븐에 넣고 7~10분간 굽는다., , ,2021.11.01,test
